# Font	Codepoint	Character	Name	SVG file	ID	Scale	X offset	Y offset	Zoom	Flags
fi	U+1316B	𓅫	Lark	Lark.svg	lark	1	0	0	1	
fi	U+E98C		Lasso	Lasso.svg	lasso	1	0	0	1	
fi	U+1F426	🐦	Latino	Latino.svg	latino	1	0	0	1	
fi	U+EA07		Leaflet	Leaflet.svg	leaflet	1	0	0	1	
fi	U+004C	L	Lean	Lean.svg	lean	1	0	0	1	
fi	U+EB8B		Lefthook	Lefthook.svg	lefthook	1	0	0	1	
fi	U+1F44A	👊	Lefthook, Alt	Lefthook-Alt.svg	lefthook-alt	1	0	0	1	
fi	U+F105		Leiningen	Leiningen.svg	lein	1	0	0	1	
fi	U+EAB9		Lektor	Lektor.svg	lektor	1	0	0	1	
fi	U+EA37		Lerna	Lerna.svg	lerna	1	0	0	1	
fi	U+101EF	𐇯	Lex	Lex.svg	lex	1	0	0	1	
fi	U+1316A	𓅪	Lex, Alt	Lex-Alt.svg	lex-alt	1	0	0	1	
fi	U+E94C		LFE	LFE.svg	lfe	1	0	0	1	
fi	U+1F435	🐵	LGTM	LGTM.svg	lgtm	1	0	0	1	
fi	U+EA21		libuv	libuv.svg	libuv	1	0	0	1	
fi	U+E9FB		LightWave	LightWave.svg	lightwave	1	0	0	1	
fi	U+26EF	⛯	Lighthouse	Lighthouse.svg	lighthouse	1	0	0	1	
fi	U+1F4AE	💮	LilyPond	LilyPond.svg	lilypond	1	0	0	1	
fi	U+EA36		Lime	Lime.svg	lime	1	0	0	1	
fi	U+1D6CC	𝛌	LINQPad	LINQPad.svg	linqpad	1	0	0	1	
fi	U+E908		Lisp	Lisp.svg	lisp	1	0	0	1	
fi	U+E914		LiveScript	LiveScript.svg	ls	1	0	0	1	
fi	U+E91D		LLVM	LLVM.svg	llvm	1	0	0	1	
fi	U+E98D		Logtalk	Logtalk.svg	logtalk	1	0	0	1	
fi	U+1F63A	😺	LOLCODE	LOLCODE.svg	lolcode	1	0	0	1	
fi	U+E98E		LookML	LookML.svg	lookml	1	0	0	1	
fi	U+E98B		LSL	LSL.svg	lsl	1	0	0	1	
fi	U+E91B		Lua	Lua.svg	lua	1	0	0	1	
fi	U+2644	♄	Macaulay2	Macaulay2.svg	macaulay2	1	0	0	1	
fi	U+EB23		MacVim	MacVim.svg	macvim	1	0	0	1	
fi	U+EB05		Magit	Magit.svg	magit	1	0	0	1	
fi	U+E98F		Mako	Mako.svg	mako	1	0	0	1	
fi	U+EB06		Manjaro	Manjaro.svg	manjaro	1	0	0	1	
fi	U+E936		Manpage	Manpage.svg	manpage	1	0	0	1	
fi	U+E941		Mapbox	Mapbox.svg	mapbox	1	0	0	1	
fi	U+F0C9		MarkdownLint	MarkdownLint.svg	markdownlint	1	0	0	1	
fi	U+E920		Marko	Marko.svg	marko	1	0	0	1	
fi	U+E990		Mathematica	Mathematica.svg	mathematica	1	0	0	1	
fi	U+EA06		MathJax	MathJax.svg	mathjax	1	0	0	1	
fi	U+E991		MATLAB	MATLAB.svg	matlab	1	0	0	1	
fi	U+2668	♨	Matroska	Matroska.svg	matroska	1	0	0	1	
fi	U+E993		Max	Max.svg	max	1	0	0	1	
fi	U+E9F6		Maya	Maya.svg	maya	1	0	0	1	
fi	U+EAB7		MDX	MDX.svg	mdx	1	0	0	1	
fi	U+E954		MediaWiki	MediaWiki.svg	mediawiki	1	0	0	1	
fi	U+33AB	㎫	MELPA	MELPA.svg	melpa	1	0	0	1	
fi	U+263F	☿	Mercurial	Mercurial.svg	hg	1	0	0	1	
fi	U+E994		Mercury	Mercury.svg	mercury	1	0	0	1	
fi	U+EB84		Mermaid	Mermaid.svg	mermaid	1	0	0	1	
fi	U+EAFE		Meson	Meson.svg	meson	1	0	0	1	
fi	U+EA54		Meson, Old	Meson-Old.svg	meson-old	1	0	0	1	
fi	U+004D	M	Metal	Metal.svg	metal	1	0	0	1	
fi	U+1D5AC	𝖬	MetaPost	MetaPost.svg	metapost	1	0	0	1	
fi	U+E6A5		Meteor	Meteor.svg	meteor	1	0	0	1	
fi	U+E9EA		Microsoft Access	Microsoft-Access.svg	access	1	0	0	1	
fi	U+E9EE		Microsoft Excel	Microsoft-Excel.svg	excel	1	0	0	1	
fi	U+EA35		Microsoft InfoPath	Microsoft-InfoPath.svg	infopath	1	0	0	1	
fi	U+EAD9		Microsoft Lync	Microsoft-Lync.svg	lync	1	0	0	1	
fi	U+E9EB		Microsoft OneNote	Microsoft-OneNote.svg	onenote	1	0	0	1	
fi	U+EADA		Microsoft Outlook	Microsoft-Outlook.svg	outlook	1	0	0	1	
fi	U+E9EC		Microsoft PowerPoint	Microsoft-PowerPoint.svg	powerpoint	1	0	0	1	
fi	U+EAE8		Microsoft Project	Microsoft-Project.svg	msproject	1	0	0	1	
fi	U+EADD		Microsoft Publisher	Microsoft-Publisher.svg	publisher	1	0	0	1	
fi	U+EA83		Microsoft Visio	Microsoft-Visio.svg	visio	1	0	0	1	
fi	U+E9ED		Microsoft Word	Microsoft-Word.svg	word	1	0	0	1	
fi	U+E9DC		Minecraft	Minecraft.svg	minecraft	1	0	0	1	
fi	U+EA53		MiniZinc	MiniZinc.svg	minizinc	1	0	0	1	
fi	U+E995		Mirah	Mirah.svg	mirah	1	0	0	1	
fi	U+EA52		Miranda	Miranda.svg	miranda	1	0	0	1	
fi	U+EB3A		mIRC	mIRC.svg	mirc	1	0	0	1	
fi	U+EA6F		MJML	MJML.svg	mjml	1	0	0	1	
fi	U+26FE	⛾	Mocha	Mocha.svg	mocha	1	0	0	1	
fi	U+EAFF		Modelica	Modelica.svg	modelica	1	0	0	1	
fi	U+EB9F		Modern Web	ModernWeb.svg	modernweb	1	0	0	1	
fi	U+F01F		Modo	Modo.svg	modo	1	0	0	1	
fi	U+E996		Modula 2	Modula-2.svg	modula2	1	0	0	1	
fi	U+2778	❸	Modula-3	Modula-3.svg	modula3	1	0	0	1	
fi	U+EAEE		Moho	Moho.svg	moho	1	0	0	1	
fi	U+EB0E		Moleculer	Moleculer.svg	moleculer	1	0	0	1	
fi	U+1F558	🕘	Moment	Moment.svg	moment	1	0	0	1	
fi	U+1F30D	🌍	Moment Timezone	Moment-Timezone.svg	moment-tz	1	0	0	1	
fi	U+E997		Monkey	Monkey.svg	monkey	1	0	0	1	
fi	U+1F5FF	🗿	Mono	Mono.svg	mono	1	0	0	1	
fi	U+1F400	🐀	Monotone	Monotone.svg	monotone	1	0	0	1	
fi	U+24C2	Ⓜ	Motorola	Motorola.svg	motorola	1	0	0	1	
fi	U+E60F		Moustache	Moustache.svg	mustache	1	0	0	1	
fi	U+EA18		Mruby	Mruby.svg	mruby	1	0	0	1	
fi	U+EAFA		MS-DOS	MS-DOS.svg	msdos	1	0	0	1	
fi	U+E9CA		MuPAD	MuPAD.svg	mupad	1	0	0	1	
fi	U+EA76		Nano	Nano.svg	nano	1	0	0	1	
fi	U+EA51		Nanoc	Nanoc.svg	nanoc	1	0	0	1	
fi	U+E9E1		NAnt	NAnt.svg	nant	1	0	0	1	
fi	U+EA72		NASM	NASM.svg	nasm	1	0	0	1	
fi	U+EAB4		NDepend	NDepend.svg	ndepend	1	0	0	1	
fi	U+EA05		Neko	Neko.svg	neko	1	0	0	1	
fi	U+1F985	🦅	Nemerle	Nemerle.svg	nemerle	1	0	0	1	
fi	U+EAB3		Neo4J	Neo4J.svg	neo4j	1	0	0	1	
fi	U+EB8E		NEON	NEON.svg	neon	1	0	0	1	
fi	U+23E3	⏣	Nessus	Nessus.svg	nessus	1	0	0	1	
fi	U+EAC9		NestJS	NestJS.svg	nestjs	1	0	0	1	
fi	U+EABF		Netlify	Netlify.svg	netlify	1	0	0	1	
fi	U+E99B		NetLinx	NetLinx.svg	amx	1	0	0	1	
fi	U+E99C		NetLogo	NetLogo.svg	netlogo	1	0	0	1	
fi	U+E9D7		New Relic	New-Relic.svg	newrelic	1	0	0	1	
fi	U+EAA5		Nextflow	Nextflow.svg	nextflow	1	0	0	1	
fi	U+24C3	Ⓝ	NextJS	NextJS.svg	nextjs	1	0	0	1	
fi	U+F146B	󱑫	nginx	nginx.svg	nginx	1	0	0	1	
fi	U+EBB2		NgRx	NgRx.svg	ngrx	1	0	0	1	
fi	U+2712	✒	Nib	Nib.svg	nib	1	0	0	1	
fi	U+00A2	¢	Nickle	Nickle.svg	nickle	1	0	0	1	
fi	U+EB08		Nightwatch	Nightwatch.svg	nightwatch	1	0	0	1	
fi	U+EB85		Nimble	Nimble.svg	nimble	1	0	0	1	
fi	U+E998		Nimrod	Nimrod.svg	nimrod	1	0	0	1	
fi	U+006E	n	Nintendo 64	Nintendo64.svg	n64	1	0	0	1	
fi	U+E999		Nit	Nit.svg	nit	1	0	0	1	
fi	U+E99A		Nix	Nix.svg	nix	1	0	0	1	
fi	U+E94D		Nmap	Nmap.svg	nmap	1	0	0	1	
fi	U+EA26		Nodemon	Nodemon.svg	nodemon	1	0	0	1	
fi	U+92F8	鋸	Nokogiri	Nokogiri.svg	nokogiri	1	0	0	1	
fi	U+EA96		Nomad	Nomad.svg	nomad	1	0	0	1	
fi	U+EB33		Noon	Noon.svg	noon	1	0	0	1	
fi	U+EA04		Normalize	Normalise.svg	normalize	1	0	0	1	
fi	U+E91C		NPM	NPM.svg	npm	1	0	0	1	
fi	U+F17B		NPM, Old	NPM-Old.svg	npm-old	1	0	0	1	
fi	U+EA1E		NSIS	NSIS.svg	nsis	1	0	0	1	
fi	U+E992		NSIS, Old	NSIS-Old.svg	nsis-old	1	0	0	1	
fi	U+EB2F		NSRI	NSRI.svg	nsri	1	0	0	1	
fi	U+EB2B		NSRI, Alt	NSRI-Alt.svg	nsri-alt	1	0	0	1	
fi	U+EA34		Nuclide	Nuclide.svg	nuclide	1	0	0	1	
fi	U+E9D9		NuGet	NuGet.svg	nuget	1	0	0	1	
fi	U+EBA8		NumPy	NumPy.svg	numpy	1	0	0	1	
fi	U+E99D		NumPy, Old	NumPy-Old.svg	numpy-old	1	0	0	1	
fi	U+E953		Nunjucks	Nunjucks.svg	nunjucks	1	0	0	1	
fi	U+EACA		Nuxt	Nuxt.svg	nuxt	1	0	0	1	
fi	U+E95D		NVIDIA	NVIDIA.svg	nvidia	1	0	0	1	
fi	U+23FF	⏿	NWScript	NWScript.svg	nwscript	1	0	0	1	
fi	U+EB9C		Nx	Nx.svg	nx	1	0	0	1	
fi	U+EA6B		NXC	NXC.svg	nxc	1	0	0	1	
fi	U+EB3F		Oberon	Oberon.svg	oberon	1	0	0	1	
fi	U+E99E		Objective-J	Objective-J.svg	objj	1	0	0	1	
fi	U+E91A		OCaml	OCaml.svg	ocaml	1	0	0	1	
fi	U+EA33		Octave	Octave.svg	octave	1	0	0	1	
fi	U+EB36		Odin	Odin.svg	odin	1	0	0	1	
fi	U+EBAA		Ogone	Ogone.svg	ogone	1	0	0	1	
fi	U+EBAF		OmniGraffle	OmniGraffle.svg	omnigraffle	1	0	0	1	
fi	U+E9CB		OOC	OOC.svg	ooc	1	0	0	1	
fi	U+2601	☁	Opa	Opa.svg	opa	1	0	0	1	
fi	U+EB39		Open Policy Agent	OpenPolicyAgent.svg	openpolicy	1	0	0	1	
fi	U+EB0A		OpenAPI	OpenAPI.svg	openapi	1	0	0	1	
fi	U+1F421	🐡	OpenBSD	OpenBSD.svg	openbsd	1	0	0	1	
fi	U+1F420	🐠	OpenBSD, Alt	OpenBSD-Alt.svg	openbsd-alt	1	0	0	1	
fi	U+E99F		OpenCL	OpenCL.svg	opencl	1	0	0	1	
fi	U+EA8D		OpenCV	OpenCV.svg	opencv	1	0	0	1	
fi	U+1F127	🄧	OpenEXR	OpenEXR.svg	openexr	1	0	0	1	
fi	U+EA7A		OpenGL	OpenGL.svg	opengl	1	0	0	1	
fi	U+01A3	ƣ	OpenIndiana	OpenIndiana.svg	openindiana	1	0	0	1	
fi	U+E9E4		OpenOffice	OpenOffice.svg	openoffice	1	0	0	1	
fi	U+E911		OpensCAD	OpensCAD.svg	scad	1	0	0	1	
fi	U+EAF5		OpenSolaris	OpenSolaris.svg	opensolaris	1	0	0	1	
fi	U+EB6F		OpenStack	OpenStack.svg	openstack	1	0	0	1	
fi	U+EAC6		OpenVMS	OpenVMS.svg	openvms	1	0	0	1	
fi	U+EAF3		OpenVPN	OpenVPN.svg	openvpn	1	0	0	1	
fi	U+1D419	𝐙	OpenZFS	OpenZFS.svg	openzfs	1	0	0	1	
fi	U+E917		Org-mode	Org-Mode.svg	org	1	0	0	1	
fi	U+EAF6		OS2	OS2.svg	os2	1	0	0	1	
fi	U+E957		OWL	OWL.svg	owl	1	0	0	1	
fi	U+E9A1		Ox	Ox.svg	ox	1	0	0	1	
fi	U+E9BF		Oxygene	Oxygene.svg	oxygene	1	0	0	1	
fi	U+E9BE		Oz	Oz.svg	oz	1	0	0	1	
fi	U+EA50		P4	P4.svg	p4	1	0	0	1	
fi	U+E9BD		Pan	Pan.svg	pan	1	0	0	1	
fi	U+E9BC		Papyrus	Papyrus.svg	papyrus	1	0	0	1	
fi	U+E9BB		Parrot	Parrot.svg	parrot	1	0	0	1	
fi	U+E92A		Pascal	Pascal.svg	pascal	1	0	0	1	
fi	U+E961		Patch	Patch.svg	patch	1	0	0	1	
fi	U+EB42		Patreon	Patreon.svg	patreon	1	0	0	1	
fi	U+265F	♟	PAWN	PAWN.svg	pawn	1	0	0	1	
fi	U+26C5	⛅	PCD	PCD.svg	pcd	1	0	0	1	
fi	U+EA74		PegJS	PegJS.svg	peg	1	0	0	1	
fi	U+E96C		Perl6	Perl6.svg	perl6	1	0	0	1	
fi	U+E94A		Phalcon	Phalcon.svg	phalcon	1	0	0	1	
fi	U+EA5F		Phoenix	Phoenix.svg	phoenix	1	0	0	1	
fi	U+F147		PHP	PHP.svg	php	1	0	0	1	
fi	U+EA32		PHPUnit	PHPUnit.svg	phpunit	1	0	0	1	
fi	U+EADB		PhraseApp	PhraseApp.svg	phraseapp	1	0	0	1	
fi	U+E9C4		Pickle	Pickle.svg	pickle	1	0	0	1	
fi	U+EABC		PICO-8	PICO-8.svg	pico8	1	0	0	1	
fi	U+EB25		PicoLisp	PicoLisp.svg	picolisp	1	0	0	1	
fi	U+E9B9		Pike	Pike.svg	pike	1	0	0	1	
fi	U+EB30		PineScript	PineScript.svg	pinescript	1	0	0	1	
fi	U+1F381	🎁	Pipenv	Pipenv.svg	pipenv	1	0	0	1	
fi	U+EAF9		pkgsrc	pkgsrc.svg	pkgsrc	1	0	0	1	
fi	U+EA2C		PlatformIO	PlatformIO.svg	platformio	1	0	0	1	
fi	U+2630	☰	PM2	PM2.svg	pm2	1	0	0	1	
fi	U+EB86		PNPM	PNPM.svg	pnpm	1	0	0	1	
fi	U+EA84		Pod	Pod.svg	pod	1	0	0	1	
fi	U+E9B8		PogoScript	PogoScript.svg	pogo	1	0	0	1	
fi	U+E977		PointWise	PointWise.svg	pointwise	1	0	0	1	
fi	U+EA2B		Polymer	Polymer.svg	polymer	1	0	0	1	
fi	U+E9B7		Pony	Pony.svg	pony	1	0	0	1	
fi	U+E910		PostCSS	PostCSS.svg	postcss	1	0	0	1	
fi	U+E955		PostScript	PostScript.svg	postscript	1	0	0	1	
fi	U+0050	P	POV-Ray	POV-Ray.svg	povray	1	0	0	1	
fi	U+EA14		PowerBuilder	PowerBuilder.svg	powerbuilder	1	0	0	1	
fi	U+EB58		PowerPC	PowerPC.svg	powerpc	1	0	0	1	
fi	U+E9DA		PowerShell	PowerShell.svg	powershell	1	0	0	1	
fi	U+2295	⊕	Precision	Precision.svg	precision	1	0	0	1	
fi	U+EAC1		Precommit	Precommit.svg	precommit	1	0	0	1	
fi	U+EAA1		Prettier	Prettier.svg	prettier	1	0	0	1	
fi	U+EAC5		Prisma	Prisma.svg	prisma	1	0	0	1	
fi	U+E9A0		Processing	Processing.svg	processing	1	0	0	1	
fi	U+EADC		Progress	Progress.svg	progress	1	0	0	1	
fi	U+E9C0		Progress, Old	Progress-Old.svg	progress-old	1	0	0	1	
fi	U+E9B5		Propeller	Propeller.svg	propeller	1	0	0	1	
fi	U+EAAD		PROS	PROS.svg	pros	1	0	0	1	
fi	U+EA6D		Proselint	Proselint.svg	proselint	1	0	0	1	
fi	U+E9DE		Protractor	Protractor.svg	protractor	1	0	0	1	
fi	U+EA13		Pug	Pug.svg	pug	1	0	0	1	
fi	U+E9D0		Pug, Alt	Pug-Old.svg	pug-alt	1	0	0	1	
fi	U+293E	⤾	PullApprove	PullApprove.svg	pullapprove	1	0	0	1	
fi	U+F0C3		Puppet	Puppet.svg	puppet	1	0	0	1	
fi	U+1F4A7	💧	Pure	Pure.svg	pure	1	0	0	1	
fi	U+01B5	Ƶ	PureBasic	PureBasic.svg	purebasic	1	0	0	1	
fi	U+E9B2		PureScript	PureScript.svg	purescript	1	0	0	1	
fi	U+EA94		PyPi	PyPi.svg	pypi	1	0	0	1	
fi	U+2620	☠	Pyret	Pyret.svg	pyret	1	0	0	1	
fi	U+EBA6		pytest	pytest.svg	pytest	1	0	0	1	
fi	U+EB26		PyUp	PyUp.svg	pyup	1	0	0	1	
fi	U+EB91		Q#	Q#.svg	qsharp	1	0	0	1	
fi	U+EB81		Qiskit	Qiskit.svg	qiskit	1	0	0	1	
fi	U+1F50D	🔍	QlikView	QlikView.svg	qlik	1	0	0	1	
fi	U+EB00		QT	QT.svg	qt	1	0	0	1	
fi	U+EACC		Quasar	Quasar.svg	quasar	1	0	0	1	
fi	U+E905		R	R.svg	r	1	0	0	1	
fi	U+EB49		R database	RData.svg	rdata	1	0	0	1	
fi	U+E9B1		Racket	Racket.svg	racket	1	0	0	1	
fi	U+E913		RAML	RAML.svg	raml	1	0	0	1	
fi	U+EA24		Rascal	Rascal.svg	rascal	1	0	0	1	
fi	U+0052	R	Razzle	Razzle.svg	razzle	1	0	0	1	
fi	U+E9B0		RDoc	RDoc.svg	rdoc	1	0	0	1	
fi	U+EAF7		ReactOS	ReactOS.svg	reactos	1	0	0	1	
fi	U+2398	⎘	Read the Docs	ReadTheDocs.svg	readthedocs	1	0	0	1	
fi	U+E9AF		REALbasic	REALbasic.svg	xojo	1	0	0	1	
fi	U+EA1D		Reason	Reason.svg	reason	1	0	0	1	
fi	U+EB44		Reason Studios	ReasonStudios.svg	reasonstudios	1	0	0	1	
fi	U+EB45		Reason Studios, Alt	ReasonStudios-Alt.svg	reasonstudios-alt	1	0	0	1	
fi	U+E9AE		Rebol	Rebol.svg	rebol	1	0	0	1	
fi	U+EAEC		Red	Red.svg	red	1	0	0	1	
fi	U+E9AD		Red, Old	Red-Old.svg	red-old	1	0	0	1	
fi	U+EA30		Redux	Redux.svg	redux	1	0	0	1	
fi	U+EAA0		Reek	Reek.svg	reek	1	0	0	1	
fi	U+002A	*	RegEx	RegEx.svg	regex	1	0	0	1	
fi	U+EB1D		Remark	Remark.svg	remark	1	0	0	1	
fi	U+EB2D		Renovate	Renovate.svg	renovate	1	0	0	1	
fi	U+EBA7		ReScript	ReScript.svg	rescript	1	0	0	1	
fi	U+EBB0		restQL	restQL.svg	restql	1	0	0	1	
fi	U+E9CC		reStructuredText	reStructuredText.svg	rst	1	0	0	1	
fi	U+EA16		Rexx	Rexx.svg	rexx	1	0	0	1	
fi	U+EA4A		Rhino3D	Rhino3D.svg	rhino	1	0	0	1	
fi	U+1F48D	💍	Ring	Ring.svg	ring	1	0	0	1	
fi	U+EB2E		Riot	Riot.svg	riot	1	0	0	1	
fi	U+E919		Riot, Old	Riot-Old.svg	riot-old	1	0	0	1	
fi	U+EB5D		RISC-V	RISC-V.svg	riscv	1	0	0	1	
fi	U+211B	ℛ	Rmarkdown	Rmarkdown.svg	rmarkdown	1	0	0	1	
fi	U+EB0D		Robot	RobotFramework.svg	robot	1	0	0	1	
fi	U+E9AC		Robot, Old	RobotFramework-Old.svg	robot-old	1	0	0	1	
fi	U+1F916	🤖	Robots	Robots.svg	robots	1	0	0	1	
fi	U+EA20		Rollup	Rollup.svg	rollup	1	0	0	1	
fi	U+E9FD		Rollup, Old	Rollup-Old.svg	rollup-old	1	0	0	1	
fi	U+EA31		RSpec	RSpec.svg	rspec	1	0	0	1	
fi	U+24C7	Ⓡ	RStudio	RStudio.svg	rstudio	1	0	0	1	
fi	U+EB9E		rsync	rsync.svg	rsync	1	0	0	1	
fi	U+EADE		Rubocop	Rubocop.svg	rubocop	1	0	0	1	
fi	U+1F48E	💎	RubyGems	RubyGems.svg	rubygems	1	0	0	1	
fi	U+203C	‼	SAC	SAC.svg	sac	1	0	0	1	
fi	U+E9AB		Sage	Sage.svg	sage	1	0	0	1	
fi	U+EB87		Sails	Sails.svg	sails	1	0	0	1	
fi	U+E915		SaltStack	SaltStack.svg	saltstack	1	0	0	1	
fi	U+EAE6		San	San.svg	san	1	0	0	1	
fi	U+EBB1		Sandbox	Sandbox.svg	sandbox	1	0	0	1	
fi	U+E95A		SAS	SAS.svg	sas	1	0	0	1	
fi	U+E9D2		SBT	SBT.svg	sbt	1	0	0	1	
fi	U+03BB	λ	Scheme	Scheme.svg	scheme	1	0	0	1	
fi	U+E9A9		Scilab	Scilab.svg	scilab	1	0	0	1	
fi	U+EAE2		Scilla	Scilla.svg	scilla	1	0	0	1	
fi	U+00A7	§	Scratch	Scratch.svg	scratch	1	0	0	1	
fi	U+E9D4		Scrutinizer	Scrutinizer.svg	scrutinizer	1	0	0	1	
fi	U+E9A8		Self	Self.svg	self	1	0	0	1	
fi	U+1F7CD	🟍	Semantic Release	SemanticRelease.svg	semrelease	1	0	0	1	
fi	U+EB1C		Sentry	Sentry.svg	sentry	1	0	0	1	
fi	U+EA2F		Sequelize	Sequelize.svg	sequelize	1	0	0	1	
fi	U+EAB8		Serverless	Serverless.svg	serverless	1	0	0	1	
fi	U+E9DB		Service Fabric	Service-Fabric.svg	sf	1	0	0	1	
fi	U+EB88		Shadow CLJS	ShadowCLJS.svg	shadowcljs	1	0	0	1	
fi	U+E9A7		Shen	Shen.svg	shen	1	0	0	1	
fi	U+26F5	⛵	Shipit	Shipit.svg	shipit	1	0	0	1	
fi	U+EA2D		Shippable	Shippable.svg	shippable	1	0	0	1	
fi	U+E9CF		Shopify	Shopify.svg	shopify	1	0	0	1	
fi	U+272B	✫	Shuriken	Shuriken.svg	shuriken	1	0	0	1	
fi	U+1F764	🝤	Sigils	Sigils.svg	sigils	1	0	0	1	
fi	U+2318	⌘	SiliconGraphics	SiliconGraphics.svg	sgi	1	0	0	1	
fi	U+E800		SilverStripe	SilverStripe.svg	silverstripe	1	0	0	1	
fi	U+EA03		Sinatra	Sinatra.svg	sinatra	1	0	0	1	
fi	U+E927		Sketch	Sketch.svg	sketch	1	0	0	1	
fi	U+EA7C		SketchUp LayOut	SketchUp-LayOut.svg	sketchup-lo	1	0	0	1	
fi	U+EA7E		SketchUp Make	SketchUp-Make.svg	sketchup-mk	1	0	0	1	
fi	U+EA7D		SketchUp Style Builder	SketchUp-StyleBuilder.svg	sketchup-sb	1	0	0	1	
fi	U+E9A6		Slash	Slash.svg	slash	1	0	0	1	
fi	U+EAFC		SmartOS	SmartOS.svg	smartos	1	0	0	1	
fi	U+EAFB		SmartOS, Alt	SmartOS-Alt.svg	smartos-alt	1	0	0	1	
fi	U+EB09		Snapcraft	Snapcraft.svg	snapcraft	1	0	0	1	
fi	U+1F43D	🐽	Snort	Snort.svg	snort	1	0	0	1	
fi	U+1F3D4	🏔	Snowpack	Snowpack.svg	snowpack	1	0	0	1	
fi	U+EA1C		Snyk	Snyk.svg	snyk	1	0	0	1	
fi	U+1D5E6	𝗦	Solidarity	Solidarity.svg	solidarity	1	0	0	1	
fi	U+EA86		Solidity	Solidity.svg	solidity	1	0	0	1	
fi	U+EB72		Sophia	Sophia.svg	sophia	1	0	0	1	
fi	U+1F366	🍦	Sorbet	Sorbet.svg	sorbet	1	0	0	1	
fi	U+EB82		Source	Source.svg	source	1	0	0	1	
fi	U+EAA4		Spacemacs	Spacemacs.svg	spacemacs	1	0	0	1	
fi	U+29CF	⧏	Spacengine	Spacengine.svg	spacengine	1	0	0	1	
fi	U+EB57		SPARC	SPARC.svg	sparc	1	0	0	1	
fi	U+EA02		Spray	Spray.svg	spray	1	0	0	1	
fi	U+E9A5		SQF	SQF.svg	sqf	1	0	0	1	
fi	U+E9DD		SQLite	SQLite.svg	sqlite	1	0	0	1	
fi	U+EA5E		Squarespace	SquareSpace.svg	squarespace	1	0	0	1	
fi	U+E9A4		Stan	Stan.svg	stan	1	0	0	1	
fi	U+E9A3		Stata	Stata.svg	stata	1	0	0	1	
fi	U+EB70		StdlibJS	StdlibJS.svg	stdlibjs	1	0	0	1	
fi	U+EA95		Stencil	Stencil.svg	stencil	1	0	0	1	
fi	U+EBA0		Stitches	Stitches.svg	stitches	1	0	0	1	
fi	U+EADF		Storybook	Storybook.svg	storybook	1	0	0	1	
fi	U+E9EF		Storyist	Storyist.svg	storyist	1	0	0	1	
fi	U+E9E0		Strings	Strings.svg	strings	1	0	0	1	
fi	U+EAE0		Stylable	Stylable.svg	stylable	1	0	0	1	
fi	U+1F485	💅	StyledComponents	StyledComponents.svg	nailpolish	1	0	0	1	
fi	U+E93D		Stylelint	Stylelint.svg	stylelint	1	0	0	1	
fi	U+EB3D		Stylish Haskell	StylishHaskell.svg	stylishhaskell	1	0	0	1	
fi	U+0073	s	Stylus	Stylus-S.svg	stylus	1	0	0	1	
fi	U+E9F7		Stylus, Full	Stylus.svg	stylus-full	1	0	0	1	
fi	U+0053	S	Stylus, Orb	Stylus-Orb.svg	stylus-orb	1	0	0	1	
fi	U+E986		Sublime	Sublime.svg	sublime	1	0	0	1	
fi	U+E9A2		SuperCollider	SuperCollider.svg	scd	1	0	0	1	
fi	U+33DC	㏜	Svelte	Svelte.svg	svelte	1	0	0	1	
fi	U+EA17		SVN	SVN.svg	svn	1	0	0	1	
fi	U+EA29		Swagger	Swagger.svg	swagger	1	0	0	1	
fi	U+E9C3		SystemVerilog	SystemVerilog.svg	sysverilog	1	0	0	1	
fi	U+F015		Tag	Tag.svg	tag	1	0	0	1	
fi	U+301C	〜	Tailwind	Tailwind.svg	tailwind	1	0	0	1	
fi	U+E956		Tcl	Tcl.svg	tcl	1	0	0	1	
fi	U+2708	✈	Telegram	Telegram.svg	telegram	1	0	0	1	
fi	U+0054	T	Template Toolkit	TemplateToolkit.svg	tt	1	0	0	1	
fi	U+2696	⚖	TempleOS	TempleOS.svg	templeos	1	0	0	1	
fi	U+F0C8		Terminal	Terminal.svg	terminal	1	0	0	1	
fi	U+1F54A	🕊	Tern	Tern.svg	tern	1	0	0	1	
fi	U+E916		Terraform	Terraform.svg	terraform	1	0	0	1	
fi	U+272C	✬	Terser	Terser.svg	terser	1	0	0	1	
fi	U+2714	✔	TestCafe	TestCafe.svg	testcafe	1	0	0	1	
fi	U+EA62		Test, CoffeeScript	Test-CoffeeScript.svg	test-coffee	1	0	0	1	
fi	U+EA60		Test, Directory	Test-Directory.svg	test-dir	1	0	0	1	
fi	U+EA63		Test, Generic	Test-Generic.svg	test-generic	1	0	0	1	
fi	U+EB0F		Test, Go	Test-Go.svg	test-go	1	0	0	1	
fi	U+EB10		Test, Haskell	Test-Haskell.svg	test-hs	1	0	0	1	
fi	U+EA64		Test, JS	Test-JS.svg	test-js	1	0	0	1	
fi	U+EA65		Test, Perl	Test-Perl.svg	test-perl	1	0	0	1	
fi	U+EA66		Test, Python	Test-Python.svg	test-python	1	0	0	1	
fi	U+EA67		Test, React	Test-React.svg	test-react	1	0	0	1	
fi	U+EA68		Test, Ruby	Test-Ruby.svg	test-ruby	1	0	0	1	
fi	U+EB11		Test, Rust	Test-Rust.svg	test-rust	1	0	0	1	
fi	U+EA69		Test, TypeScript	Test-TypeScript.svg	test-ts	1	0	0	1	
